name,ra,dec,semimaj_arcsec,axial_ratio,pos_angle,global_flag,GALEX_FUV,GALEX_FUV_err,GALEX_FUV_flag,GALEX_NUV,GALEX_NUV_err,GALEX_NUV_flag,SDSS_u,SDSS_u_err,SDSS_u_flag,SDSS_g,SDSS_g_err,SDSS_g_flag,SDSS_r,SDSS_r_err,SDSS_r_flag,SDSS_i,SDSS_i_err,SDSS_i_flag,SDSS_z,SDSS_z_err,SDSS_z_flag,2MASS_J,2MASS_J_err,2MASS_J_flag,2MASS_H,2MASS_H_err,2MASS_H_flag,2MASS_Ks,2MASS_Ks_err,2MASS_Ks_flag,WISE_3.4,WISE_3.4_err,WISE_3.4_flag,WISE_4.6,WISE_4.6_err,WISE_4.6_flag,WISE_12,WISE_12_err,WISE_12_flag,WISE_22,WISE_22_err,WISE_22_flag,Spitzer_3.6,Spitzer_3.6_err,Spitzer_3.6_flag,Spitzer_4.5,Spitzer_4.5_err,Spitzer_4.5_flag,Spitzer_5.8,Spitzer_5.8_err,Spitzer_5.8_flag,Spitzer_8.0,Spitzer_8.0_err,Spitzer_8.0_flag,Spitzer_24,Spitzer_24_err,Spitzer_24_flag,Spitzer_70,Spitzer_70_err,Spitzer_70_flag,Spitzer_160,Spitzer_160_err,Spitzer_160_flag,PACS_70,PACS_70_err,PACS_70_flag,PACS_100,PACS_100_err,PACS_100_flag,PACS_160,PACS_160_err,PACS_160_flag,SPIRE_250,SPIRE_250_err,SPIRE_250_flag,SPIRE_350,SPIRE_350_err,SPIRE_350_flag,SPIRE_500,SPIRE_500_err,SPIRE_500_flag
NGC0147,8.30025,48.50874,760.324498169,1.85925441891,115.914784234,,,,,0.0480161854132,0.0041128694278,,,,,,,,,,,,,,,,,1.67862315408,0.0797849639565,,1.77425765273,0.247494707175,,0.517285594143,0.115456260873,,0.911003498968,0.0336156364096,,0.493272335528,0.0254130991167,,0.560973847945,0.144302340137,,0.480085251983,0.143924160179,,,,,,,,,,,,,,-0.388544617432,0.20324764876,aN,,,,,,,,,,,,,,,,6.95667389284,5.45048077858,n,4.44104219087,1.85924197115,n,1.7375190823,0.921420704841,n
ESO410-018,8.54625,-30.77392,114.255079628,1.22538255756,97.053487512,,0.00261468443257,0.000165197035558,,0.00300504327617,8.86431049362e-05,,,,,,,,,,,,,,,,,0.00165920640488,0.00571236033594,,-0.0458504240919,0.0245127224027,,-0.00021556993392,0.0114028499317,,0.0081804195903,0.000920715573767,,0.00572128459571,0.00119668117307,,0.0108052793061,0.0023768227447,,0.0252296635471,0.00827531336151,,0.00847217715945,0.00111397175558,,0.00616251180882,0.000886071357998,,,,,,,,,,,,,,,,,,,,0.40672966717,0.618956999157,,0.668614475186,0.518307695167,,0.441162648606,0.104811535944,,0.353815681329,0.0718471498295,,0.141226012632,0.0517086902303,
NGC0148,8.56455,-31.78615,116.726829875,1.49986094469,-0.753759962473,,0.000155507884529,3.51246269666e-05,,0.000321171220505,4.2222947386e-05,,,,,,,,,,,,,,,,,0.182026495732,0.0063110700705,,0.214332669125,0.0283977113574,,0.164521794087,0.0157591358883,,0.0811420448164,0.00250981604504,,0.0439310929284,0.00189817439093,,0.0176395121138,0.00243493657654,,0.016523150819,0.00692078729163,,0.0754459376823,0.00247935882726,,0.0474566799588,0.00187340436964,,,,,,,,,,,,,,,,,,,,-0.304896152592,0.670807903446,,0.772843213471,0.529672102696,,0.0685750308592,0.103222327943,,0.0634681872995,0.0717391877296,,0.0457133959155,0.0539574963911,
NGC0150,8.56455,-27.8037,181.753585179,1.87682031368,20.9293990436,,0.0081369623936,0.000369163275356,,0.010214851882,0.000283555342213,,,,,,,,,,,,,,,,,0.337640014406,0.0331823971401,,0.447859726544,0.116741872804,,0.32461794206,0.0471724729133,,0.16451878199,0.00507299553023,,0.103160507194,0.00398080752679,,0.522696916999,0.0242456571134,,1.46473319809,0.0828897585495,,0.159150845874,0.00485915559564,,0.111245164403,0.00341692252645,,,,,,,,,,,,,,,,,,,,21.0718357275,1.85178381023,,22.0381949597,1.91969144037,,9.69517648459,0.558424850971,,4.23103451966,0.276179756538,,1.5989561908,0.121415664656,
ESO411-013,11.77665,-31.58135,77.9422863406,1.00002142896,135.000038006,,0.000519551171392,0.000107081085692,,0.000724305530734,3.06093567757e-05,c,,,,,,,,,,,,,,,,0.0952313670633,0.00677650455263,c,0.0782033951015,0.016895698958,c,0.0547980318919,0.00921796471221,c,0.0247762874359,0.00125065707683,C,0.0129229127894,0.00136396609342,C,0.00304863772959,0.00182933997057,c,0.00771894711304,0.00442552721577,,0.00388627803696,0.000843690414744,,0.00303218289509,0.000666963685545,,,,,,,,,,,,,,,,,,,,-0.199731507703,0.379430097109,,-0.304874746066,0.362784298904,,0.116070202541,0.0663913881906,,0.0832592097078,0.0560776294046,,0.0536492015915,0.0374883656117,
NGC0254,11.8665,-31.42211,165.106265098,1.57841540699,32.0381931556,,0.000382445938596,0.000337387463759,,0.000983133250693,8.6159232994e-05,,,,,,,,,,,,,,,,,0.299162372392,0.0238684519016,,0.348551069505,0.0555297002331,,0.268946261346,0.0336942305007,,0.117070028217,0.00389387277051,,0.0677579582334,0.00328376291691,,0.0236710995217,0.00390706799922,,0.0197139878651,0.0111014843172,,0.105395290934,0.00327281827538,n,0.0693243857277,0.00237312813397,n,,,,,,,,,,,,,,,,,,,2.97584490261,1.05055344107,,1.33018505164,0.755661214626,,0.503987257584,0.140518836013,,0.11510162729,0.127402317737,,0.0409910440442,0.0802769966021,
NGC0253,11.88795,-25.28844,1739.19845363,3.72671069654,-39.6184547179,,0.121443438595,0.00546828433069,,0.191650316292,0.00519746531212,,,,,,,,,,,,,,,,,20.5885950789,0.479817746944,,20.922146185,1.41799527143,,20.6993720989,0.699282821293,,12.1257860318,0.352107244104,,8.0290285134,0.273625729873,,41.0953008065,1.89270393207,,106.081552333,5.94317163228,,12.418065766,0.372742014402,n,9.82284882752,0.347212842548,N,,,,,,,76.1263193008,3.82010289022,aN,,,,,,,1832.79704758,128.871042782,N,2595.14789109,182.852014091,N,2404.31333016,169.538967028,N,1033.26983965,56.8604044722,N,436.818783901,24.0748369642,N,151.012103119,8.33426069941,N
ESO411-016,11.91495,-27.94758,77.9422863406,1.00002142896,135.000038006,,0.000818975427539,4.26765073426e-05,,0.000815290991385,5.4255876279e-05,,,,,,,,,,,,,,,,,0.00720436189651,0.00288046831005,,0.0139799788883,0.00773564815567,,0.012087481351,0.00578556419465,,0.00353040334344,0.000577738279219,,0.00117169024456,0.000898894657803,,0.00216579652941,0.00186282732245,,-0.00404874990675,0.00468468667946,,,,,,,,,,,,,,,,,,,,,,,,,,-0.581195214917,0.41095249493,,-0.0879889452016,0.310958022617,,0.154725603842,0.0722481062146,,0.132722335938,0.0614766353715,,0.0595055589465,0.0368328579673,
NGC0274,12.75795,-7.05706,120.1165486,1.55038031971,49.8853782584,C,0.00608923192681,0.000333101892306,C,0.00811556055398,0.00022520336776,C,,,,,,,,,,,,,,,,0.222935748635,0.0058385918506,C,0.255013375454,0.0191810873727,C,0.190755363696,0.0123956438835,C,0.104938253078,0.0031772920247,C,0.0594688610062,0.00253569372758,C,0.183150898864,0.00949767332771,C,0.499666127562,0.0299791452215,C,0.10442775821,0.00321882459136,C,0.0695348793746,0.00222751890299,C,0.102632209727,0.00352590004426,C,0.198342262249,0.00615936042323,C,0.46944961555,0.0342368487676,C,,,,,,,6.87702287464,0.680307114302,C,10.2565231216,0.967577480071,C,9.93855334622,0.763133475017,C,,,,,,,,,
NGC0275,12.7689,-7.06629,136.556518801,1.62637266736,46.3926628894,C,0.00636095056308,0.000290362475342,C,0.00836233070595,0.000243821871036,C,,,,,,,,,,,,,,,,0.166527484949,0.00613210026588,C,0.193674450765,0.0198625530774,C,0.145445220817,0.0167384285956,C,0.102414985568,0.00319061889144,C,0.060015050457,0.00263488919812,C,0.190742929562,0.0118337212743,C,0.499998547616,0.0314500032875,C,0.105557344964,0.00333732384337,C,0.053704129867,0.00190929610407,C,0.100145658276,0.00332528365404,C,0.196841307543,0.0061724322632,C,0.497850581314,0.0368819275505,C,,,,,,,7.05828032562,0.681145869621,C,9.76789023706,1.2886024966,C,9.97276625135,0.794724543539,C,,,,,,,,,
NGC0289,13.17645,-31.20581,411.29346185,1.32983672463,32.0121314072,,0.0158589490525,0.000716576177019,,0.0202045291632,0.000565484743344,,,,,,,,,,,,,,,,,0.662250610113,0.0258945828589,,1.06876067374,0.0769717059563,,0.399526222733,0.0418358868772,,0.260738688365,0.0112442327857,,0.154190689631,0.0112228632597,,0.488203968795,0.0265541013233,,0.725871868117,0.0705573111176,,0.264202271262,0.00933577822703,n,0.182146744443,0.00799533772797,n,,,,,,,,,,,,,,,,,,,18.8153451409,3.87438942415,,14.0290616986,3.33971715055,,13.9384059085,1.14808666087,,7.74850305199,0.826451670294,,3.32303281261,0.309900469066,
ESO411-026,13.18965,-31.71818,77.9422863406,1.00002142896,135.000038006,,0.000364883454475,2.32590779548e-05,,0.000470551124268,2.58964228615e-05,,,,,,,,,,,,,,,,,-0.000812779074934,0.00364098535671,,-0.00522583936786,0.00962717523106,,0.000205925474252,0.00739901571757,,0.00181783420734,0.000563858379741,,0.00151884130682,0.000645433779818,,-0.000521285594847,0.0010737278993,,-0.00268689336122,0.00611114885079,,0.00262750461089,0.00101573503901,,0.00191233600817,0.00110098624755,,,,,,,,,,,,,,,,,,,,0.447811541661,0.375239664237,,-0.648193921942,0.349627957053,,0.0898618740904,0.0898856811938,,0.0729232780594,0.0654924983349,,0.0512232988397,0.0365612337727,
ESO411-027,13.215,-27.32558,77.9422863406,1.00002142896,135.000038006,,0.0003697118113,9.12739286917e-05,,0.000384335862694,3.54673511938e-05,,,,,,,,,,,,,,,,,0.000912661706325,0.00418447875728,,0.00123088380293,0.00659674704876,,-0.000838203669447,0.00555495153564,,0.00108150754658,0.000531141252105,,0.00193542215064,0.000761115494228,,0.0014029939017,0.00147242926298,,0.00409959480206,0.00533354128661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800211933609,0.0769513565098,,0.0637245329113,0.0628789546634,,0.0331871066869,0.0361551475769,
NGC0300,13.72305,-37.68448,1071.04643861,1.3188275973,25.3678706821,,0.277596430861,0.0124994268266,,0.29852479133,0.00816702614509,,,,,,,,,,,,,,,,,5.48888111259,0.424868787034,,4.11655703045,1.32809476444,,3.34173910244,0.576574709985,,1.68839804048,0.0614843444334,,0.951260146535,0.0525449874594,,1.99506011207,0.104543214235,,2.46330913553,0.22222966546,,1.69569921579,0.0797962252944,N,1.54061351956,0.116706960953,N,-2.99711219694,0.152555289916,NA,1.24881613866,0.0530338578912,N,4.58122248604,0.565806205703,n,,,,,,,,,,,,,,,,95.6482995598,5.78136205422,,58.3422619973,3.98582038729,,28.4159552701,1.87491769755,
NGC0337,14.95875,-7.57818,192.029411895,1.59428844273,28.5481334251,,0.0103149912666,0.000470361682879,,0.0196708369916,0.000544561471206,,,,,,,,,,,,,,,,,0.192691525568,0.0227458291264,,0.209637125553,0.0546091405913,,0.179457134591,0.0322274440553,,0.0956213908852,0.00396563431203,,0.0586825042297,0.0050764808094,,0.324652288776,0.033180010237,,0.757255330088,0.0593507505889,,0.102465019464,0.0033105857673,N,0.0720550298875,0.002315436076,N,0.155314998309,0.00540979662793,N,0.382471240011,0.0119176950374,aN,0.776942110437,0.0420382163802,,,,,,,,13.8973278909,1.21949764454,,21.2804846925,1.69346632964,,20.2385402653,1.62185898955,,9.18501163419,1.182487993,,4.22254155886,0.556973118419,,1.63657161574,0.200746829217,
ESO351-030,15.03885,-33.709,17.222302,1.0,0.0,,4.12114689629e-07,1.51968229407e-06,,3.25421930849e-06,4.78681504786e-06,,,,,,,,,,,,,,,,,0.000194114931771,0.000649375455355,,0.00180379682494,0.00091250134003,,0.00156807071905,0.00131382870537,,0.000142267835302,8.82664619446e-05,,8.56849755517e-05,8.19560338182e-05,,8.27247309045e-05,0.000220017691709,,-0.000535622500252,0.000634692349925,,,,,0.000183921096286,9.52868728328e-05,,0.000164964422283,0.000186507498777,,0.000482330998109,0.000165496476235,,0.000303235371038,0.000329609316702,,0.0158634611439,0.00727923850723,,-0.0131882710874,0.00158259253049,aA,,,,0.0372442897181,0.0381255000269,,-0.01379048875,0.0348163028061,,,,,,,,,,
IC1613,16.1991,2.11773,874.126361825,1.37586448302,-29.422213619,,0.094505570182,0.00426573523923,,0.100566229097,0.00282831581004,,-0.0293418607578,0.0167863474922,,0.40435303798,0.0171597797965,,0.561589365451,0.0216702845091,,0.756374158132,0.0349569018033,,-0.023386221512,0.0900095868271,,0.487406601827,0.315297493293,,-1.7003738766,2.57486456138,,-1.458991,0.6190336957,A,0.351942672539,0.0251063509039,,0.220194924176,0.0333525447133,,0.171643294682,0.0809588044765,,0.447029517338,0.222587676781,,,,,,,,,,,,,,-0.0857399291925,0.124619700334,a,,,,,,,,,,,,,,,,5.5517286448,1.74788100572,,4.60991657422,1.54440056116,,1.29788436487,0.54760605653,
NGC0428,18.23175,0.98168,282.753713389,1.62191749933,23.1418814972,,0.0168827526502,0.000761131190513,,0.0206378059946,0.000566390330705,,0.0615482798927,0.00199798282191,a,0.0870854394835,0.001544886879,,0.107732334879,0.00180014415794,,0.169758860506,0.00301646763779,c,0.154803062881,0.00514445778934,a,0.154778018586,0.011204668818,,0.195538341363,0.0452538533797,,0.219253889918,0.0216309528809,,0.0757637994471,0.00362634456788,,0.0388412427882,0.00492857996057,,0.0918871673366,0.0108649344564,,0.188881214455,0.0292751156849,,0.0939750014987,0.00553734364228,cN,0.0430469331584,0.00318573487064,cN,0.0336652008928,0.00335350684634,cN,0.101221307922,0.0048673965988,N,-0.0428503025305,0.0617078286067,N,,,,,,,,,,,,,,,,4.12635515031,0.651962184138,,2.20261491877,0.384841144366,,1.02936502278,0.207560814882,
UGC00772,18.4143,0.87459,81.3183998359,1.02549520368,90.1266976942,,0.000675275057795,3.4128331458e-05,,0.000715175890193,3.10134442099e-05,,0.000741811423032,0.000483759400122,,0.00167719918489,0.000272414729032,,0.00178555035248,0.000353833274346,,0.00159992062613,0.000748156610518,,-0.000708927587707,0.00172573598883,,0.000627607012598,0.00395475087333,,0.011473726012,0.00885167523782,,0.00607589420415,0.00501791139913,,0.000138299954452,0.000709306954033,,-0.000523103580285,0.000949709970363,,-0.000532375383708,0.0021405722417,,0.000485579340503,0.00609281226234,,,,,0.00095006193851,0.000440496860379,,,,,,,,,,,,,,,,,,,,,,,,,,-0.121570304695,0.0885543568198,,-0.0799829401601,0.0703459443427,,0.00252203307464,0.0449694419606,
NGC0448,18.81885,-1.62626,109.822877962,1.40518406389,29.4946981795,,0.000284844251913,3.49914877049e-05,A,0.000364663023223,4.84334769476e-05,,0.0064590982851,0.000515555819352,,0.0290898197539,0.000364642077908,,0.0571589016472,0.000630832449808,,0.0827962404636,0.0011537378051,,0.0988088026422,0.00225420641065,,0.127749802095,0.00967082669009,,0.0817752188995,0.0563436200645,a,0.110571254477,0.0286142209211,,0.0619384508711,0.00197298470899,,0.0328489823895,0.00218944035977,,0.0190555028093,0.0067035452216,,0.0302301612504,0.0122197022692,,,,,0.0371125949345,0.00165262757952,,,,,0.0226276438103,0.00153025613149,,,,,,,,,,,,,,,,,,,,0.225335404391,0.169180924672,,0.086697217946,0.101949061098,,0.00758083482291,0.0578271127331,
NGC0450,18.87675,-0.86092,157.132259085,1.4234063901,-21.1338141098,c,0.00865237988494,0.00039398236577,c,0.0119439743719,0.000345149948509,c,0.0217078569326,0.00084441163812,c,0.0469989724132,0.0012830887827,c,0.0648596897851,0.00215313855622,c,0.0755943456524,0.00264898786656,c,0.0788537103986,0.00395667285223,c,0.0918460225879,0.0542599166931,c,0.146766794714,0.19347591984,c,0.0688424491811,0.0548974420822,c,0.0509486641494,0.0030232880369,c,0.029917412288,0.00525176838313,c,0.128537609507,0.00992833963537,c,0.323658417067,0.0225829874605,c,0.049462219843,0.00204073140882,cN,0.0313495953878,0.0015429050608,cN,,,,0.112233787286,0.00360957553384,cN,0.33507103749,0.0186067622339,c,3.31441304046,0.384463756421,cN,7.93102147403,-0.951722576884,cN,2.88886438057,0.840339355912,c,5.42563534382,0.783080151037,c,6.60674734564,0.643491826154,c,4.0393222827,0.315768350823,c,1.9899352316,0.188935003154,c,0.86531054116,0.103580205128,c
NGC0493,20.53785,0.94576,192.403247251,2.49957240426,-31.2837392147,,0.00439365533365,0.000199605256542,,0.0064397968602,0.000189531687415,,0.0138312680457,0.00123133669748,,0.0348173035412,0.000851327017135,,0.050372313146,0.00128538161517,,0.0616628827925,0.001340222674,,0.0694641928826,0.00399724773036,,0.10940788698,0.0369463161953,,0.268872766194,0.2027011905,,0.111548826968,0.0603891361944,,0.0451063823584,0.00185180791069,,0.0253984930661,0.0017730780758,,0.106631106789,0.00659793769094,,0.192985797364,0.0135549417865,,0.0431652957695,0.00135803866386,n,0.0299466679431,0.00102139783032,n,,,,,,,,,,,,,,,,,,,,,,,,,4.00764962801,0.267635356542,,2.04160862412,0.173985339241,,0.898716898016,0.100913965418,
UGC00931,20.81055,-0.70107,83.2507867452,1.02611731084,95.5573678167,,0.000300642928648,2.10578868096e-05,,0.000472184593629,3.12227661693e-05,,0.000812526556748,0.00026495030236,,0.00217702704111,0.000307794731036,,0.00276186822398,0.000394052216993,,0.00239191779477,0.00065073654185,,0.00232737496395,0.0015770539072,,0.00290539837468,0.00381329467238,,0.00149609085398,0.00491327732202,,0.00933703685268,0.0050759031979,,0.00272862050632,0.000656194107552,,0.00082896280225,0.000865129419447,,0.00310489066259,0.00347164318553,,0.00492831108633,0.00602486613592,,,,,0.00260929931224,0.000699111017746,,,,,,,,,,,,,,,,,,,,,,,,,,0.182413464335,0.0840753633906,,0.11330747606,0.0747672290373,,0.0641139283839,0.0388586903017,
PGC093080,21.1437,3.7897,203.78377882,2.04365038983,46.2472029226,C,0.00150493590374,8.03372722887e-05,C,0.00334053791662,0.000120328163568,C,0.00146127854015,0.00386252423448,AC,0.068028036675,0.00141474085644,C,0.121140247688,0.00158611025133,C,0.169239956403,0.00340461107629,C,0.204815249932,0.00542196866432,C,0.286245902302,0.0274348745688,C,0.264218436067,0.147708580471,C,0.261214679999,0.0515074631676,C,0.177680411647,0.00547595120714,C,0.129670015042,0.00636909840593,C,0.76087909632,0.0355719864995,C,2.18807807234,0.123303587092,C,0.184751836228,0.00579716707066,C,0.141915642964,0.00437190658374,C,0.470702019588,0.0190460055974,C,0.894350834713,0.0269806646995,AC,2.37326135295,0.120591306741,C,,,,,,,42.0958198252,3.0247970829,C,53.9210990177,4.00578095726,C,42.3491104993,3.23110379435,C,,,,,,,,,
